time,open,high,low,close,volume
1695648600,95.94999694824219,96.75,94.45999908447266,95.55000305175781,12316681.0
1695652200,95.52999877929688,96.8499984741211,95.29000091552734,96.5,8151921.0
1695655800,96.51000213623047,97.12999725341797,96.37999725341797,97.00499725341797,4769194.0
1695659400,97.01000213623047,97.02999877929688,96.2300033569336,96.69999694824219,4195056.0
1695663000,96.70999908447266,97.10220336914062,96.52999877929688,96.80500030517578,3816236.0
1695666600,96.80000305175781,97.19000244140625,96.37000274658203,96.9800033569336,4418800.0
1695670200,96.95999908447266,97.44999694824219,96.83000183105469,97.38999938964844,3799418.0
1695735000,96.5,97.30000305175781,95.2699966430664,97.08439636230469,12760687.0
1695738600,97.08000183105469,97.83000183105469,96.16000366210938,96.16999816894531,7326906.0
1695742200,96.1719970703125,96.43000030517578,95.83049774169922,96.23500061035156,4433408.0
1695745800,96.22959899902344,96.37000274658203,95.86000061035156,95.87999725341797,2998860.0
1695749400,95.87000274658203,96.13990020751953,95.5,95.94499969482422,4274360.0
1695753000,95.94000244140625,96.12000274658203,95.33999633789062,95.43000030517578,4778012.0
1695756600,95.44000244140625,96.0199966430664,95.3949966430664,95.95999908447266,4104772.0
1695821400,96.81999969482422,98.38500213623047,96.3499984741211,98.3584976196289,13878467.0
1695825000,98.3550033569336,98.75,97.56999969482422,98.20249938964844,8780474.0
1695828600,98.19999694824219,98.19999694824219,97.15360260009766,97.55000305175781,5105171.0
1695832200,97.54989624023438,97.65950012207031,96.76000213623047,96.79000091552734,4366658.0
1695835800,96.78990173339844,97.5199966430664,96.54000091552734,97.4800033569336,4574481.0
1695839400,97.48999786376953,99.2300033569336,97.48999786376953,98.44879913330078,7010040.0
1695843000,98.41999816894531,98.48999786376953,97.80000305175781,98.08499908447266,4298943.0
1695907800,97.94000244140625,101.37989807128906,97.76000213623047,101.19000244140625,17516086.0
1695911400,101.19999694824219,102.63990020751953,100.4020004272461,102.5199966430664,11828326.0
1695915000,102.51000213623047,104.19999694824219,102.44010162353516,104.12999725341797,12173115.0
1695918600,104.1449966430664,104.16200256347656,102.83999633789062,102.875,7762061.0
1695922200,102.87999725341797,103.15899658203125,102.41999816894531,102.98100280761719,7551101.0
