time,open,high,low,close,volume
1640995200,46197.31,46924.4,46196.03,46816.97,165573193.53
1641009600,46816.97,47532.48,46632.45,47218.29,154851227.54
1641024000,47218.29,47333.37,46455.5,46760.25,98239017.92
1641038400,46760.25,47463.78,46760.17,47229.4,95778348.48
1641052800,47229.4,47950.29,47211.34,47345.69,158120399.55
1641067200,47345.69,47807.64,47254.93,47737.35,114167784.99
1641081600,47737.35,47769.87,47287.35,47344.63,81806380.59
1641096000,47344.63,47423.81,46786.2,47187.5,93224574.09
1641110400,47187.5,47486.92,46994.01,47246.15,48933258.82
1641124800,47246.15,47443.45,47028.29,47358.65,76454074.50999999
1641139200,47358.65,47979.26,46666.18,46928.63,228555807.66
1641153600,46928.63,47477.18,46844.64,47306.41,86479331.21000001
1641168000,47306.41,47306.41,46737.29,46806.57,112402098.53
1641182400,46806.57,47206.32,46761.96,47060.35,79367191.37
1641196800,47060.35,47426.11,46785.29,47388.09,96112368.45
1641211200,47388.09,47572.23,46601.8,46686.12,205866014.94
1641225600,46686.12,46785.43,46286.6,46383.06,249015140.23
1641240000,46383.06,46566.31,45707.55,46450.79,268546712.36
1641254400,46450.79,46531.05,45958.88,46329.95,129143472.95
1641268800,46329.95,46577.48,46039.28,46554.02,131646815.96
1641283200,46554.02,46764.61,46305.37,46735.82,138319135.96
1641297600,46735.82,47529.48,46420.81,46903.28,347256272.8
1641312000,46903.28,46967.97,45587.91,46030.44,402170373.15
1641326400,46030.44,46417.87,45754.68,45824.54,200693352.03
1641340800,45824.54,46543.44,45723.93,46432.84,144066817.14000002
1641355200,46432.84,46523.46,46251.63,46404.97,67143214.67
1641369600,46404.97,47067.18,46128.22,46273.38,144566550.38
1641384000,46273.38,46824.77,45912.95,46628.07,294332236.83
1641398400,46628.07,46674.47,44589.9,44649.15,626550132.05
1641412800,44649.15,44799.45,42510.86,43432.51,875528305.3
1641427200,43432.51,43779.23,42825.76,42826.73,293631956.58
1641441600,42826.73,43255.97,42600.33,43236.13,223814792.76
1641456000,43236.13,43252.2,42468.76,42857.69,253659336.31
1641470400,42857.69,43225.07,42630.98,42943.88,285302739.18
1641484800,42943.88,43506.2,42755.02,43437.06,319452490.43
1641499200,43437.06,43583.39,43005.65,43094.54,209453459.19
1641513600,43094.54,43138.79,41618.78,41796.87,366269012.14
1641528000,41796.87,41942.17,41061.38,41687.5,444565067.43
1641542400,41687.5,42673.92,41613.24,42240.83,278172992.44
1641556800,42240.83,42718.71,40750.42,41330.04,512979015.04
1641571200,41330.04,42236.21,40946.15,41761.39,355548900.83
1641585600,41761.39,42038.9,41345.34,41543.79,188917962.3
1641600000,41543.79,42229.62,41543.79,41808.94,128846221.96
1641614400,41808.94,41993.76,41747.9,41919.12,78244729.06
1641628800,41919.12,42193.49,41774.92,41949.18,94440752.05
1641643200,41949.18,42036.52,41481.67,41612.22,133860496.64
1641657600,41612.22,41734.88,40534.37,40819.11,419510480.9
1641672000,40819.11,42306.77,40723.4,41686.67,288268552.24
1641686400,41686.67,42179.55,41398.56,41846.36,144709306.58
1641700800,41846.36,42103.15,41686.52,41804.44,70333838.97
1641715200,41804.44,41976.52,41417.1,41866.44,91964572.28
1641729600,41866.44,41924.97,41237.13,41630.59,151448953.91
1641744000,41630.59,42742.78,41577.58,42712.13,251202641.6
1641758400,42712.13,42800.66,41780.56,41869.6,191993145.47
1641772800,41869.6,42035.38,41604.37,41989.69,162848633.8
1641787200,41989.69,42251.07,41842.73,42053.84,121781264.99
1641801600,42053.84,42118.57,41451.78,41552.58,160503614.3
1641816000,41552.58,41606.62,39667.6,40999.57,865925187.64
1641830400,40999.57,42111.09,40593.52,41288.85,627026773.87
1641844800,41288.85,41982.31,41187.65,41832.59,202185458.73
1641859200,41832.59,42395.55,41570.42,42283.01,189053223.13
1641873600,42283.01,42372.3,41995.2,42209.25,136876370.39
1641888000,42209.25,42572.63,41596.4,41849.88,219931935.59
1641902400,41849.88,42167.03,41279.45,41742.41,284430343.72
1641916800,41742.41,43113.11,41704.3,43008.99,544914273.09
1641931200,43008.99,43122.32,42634.8,42743.03,170064504.75
1641945600,42743.03,42976.92,42471.08,42619.61,121369934.16
1641960000,42619.61,42874.86,42488.37,42578.24,90176840.72
1641974400,42578.24,43442.42,42528.76,42951.08,192512811.99
1641988800,42951.08,44102.6,42904.94,43571.76,505011373.06000006
1642003200,43571.76,43910.65,43360.8,43759.66,252793733.22000003
1642017600,43759.66,44293.83,43661.69,43919.67,222711075.65
1642032000,43919.67,44062.13,43446.12,43527.81,130055848.08
1642046400,43527.81,43811.35,43508.8,43720.99,67783906.61
1642060800,43720.99,44037.05,43540.31,43626.41,120998780.12
1642075200,43626.41,44442.67,42901.31,43223.31,400648721.52
1642089600,43223.31,43478.5,42551.62,42717.0,332194402.8
1642104000,42717.0,42917.56,42334.75,42575.61,211401930.97
1642118400,42575.61,42796.48,42396.94,42669.61,131067705.51
1642132800,42669.61,42984.74,42615.14,42651.23,124838370.41
1642147200,42651.23,42702.77,41849.99,42029.25,224784815.65
1642161600,42029.25,43330.39,41785.44,43117.25,351127104.24
1642176000,43117.25,43404.91,42798.46,43118.58,208134836.73
1642190400,43118.58,43467.05,43025.49,43089.83,125147996.98
1642204800,43089.83,43189.37,42899.49,42952.17,70472259.0
1642219200,42952.17,43120.18,42755.91,43097.96,72335449.79
1642233600,43097.96,43300.52,42909.28,43039.13,79129053.56
1642248000,43039.13,43427.26,42589.82,43421.5,137372064.19
1642262400,43421.5,43571.45,43266.41,43550.12,110707193.17
1642276800,43550.12,43811.94,43087.54,43088.74,137699283.67
1642291200,43088.74,43168.17,42868.83,43009.41,66478359.49
1642305600,43009.41,43278.91,42898.11,43231.49,61181794.79
1642320000,43231.49,43323.95,42808.84,43003.29,69533092.51
1642334400,43003.29,43444.81,42617.07,43240.82,147443310.96
1642348800,43240.82,43484.21,42827.8,42852.7,101746120.1
1642363200,42852.7,43285.98,42777.41,43100.36,97238251.4
1642377600,43100.36,43198.05,42647.92,42657.78,108092178.08
1642392000,42657.78,42975.0,42370.5,42676.51,138262662.76
